"","X.Bacteroides..pectinophilus.group","X.Clostridium..innocuum.group","X.Eubacterium..brachy.group","X.Eubacterium..eligens.group","X.Eubacterium..fissicatena.group","X.Eubacterium..hallii.group","X.Eubacterium..nodatum.group","X.Eubacterium..oxidoreducens.group","X.Eubacterium..ruminantium.group","X.Eubacterium..siraeum.group","X.Eubacterium..ventriosum.group","X.Eubacterium..xylanophilum.group","X.Ruminococcus..gauvreauii.group","X.Ruminococcus..gnavus.group","X.Ruminococcus..torques.group","Acetanaerobacterium","Acetitomaculum","Acidaminococcus","Acidipropionibacterium","Acinetobacter","Actinomyces","Actinotignum","Adlercreutzia","Aerosphaera","Agathobacter","Akkermansia","Alistipes","Allisonella","Alloprevotella","Alloscardovia","Anaerococcus","Anaerofilum","Anaerofustis","Anaeroglobus","Anaeroplasma","Anaerosporobacter","Anaerostignum","Anaerostipes","Anaerotruncus","Anaerovorax","Angelakisella","Aquamonas","Asaccharobacter","Asaccharospora","Asteroleplasma","Atopobium","Bacillus","Bacteroides","Barnesiella","Bifidobacterium","Bilophila","Blautia","Brevibacterium","Burkholderia.Caballeronia.Paraburkholderia","Butyricicoccus","Butyricimonas","Butyrivibrio","CAG.352","CAG.56","CAG.873","Caldicoprobacter","Campylobacter","Candidatus.Soleaferrea","Candidatus.Stoquefichus","Caproiciproducens","Carnobacterium","Catabacter","Catenibacillus","Catenibacterium","Catenisphaera","CHKCI001","CHKCI002","Christensenella","Christensenellaceae.R.7.group","Citrobacter","Cloacibacillus","Clostridium.sensu.stricto.1","Clostridium.sensu.stricto.3","Colidextribacter","Collinsella","Conservatibacter","Coprobacillus","Coprobacter","Coprococcus","Coriobacteriaceae.UCG.002","Coriobacteriaceae.UCG.003","Corynebacterium","Cuneatibacter","Cutibacterium","Defluviitaleaceae.UCG.011","Delftia","Desulfovibrio","Dialister","Dielma","DNF00809","Dorea","DTU089","Eggerthella","Eisenbergiella","Elusimicrobium","Enorma","Enterobacter","Enterococcus","Enterorhabdus","Enteroscipio","Epulopiscium","Erysipelatoclostridium","Erysipelotrichaceae.UCG.003","Erysipelotrichaceae.UCG.006","Escherichia.Shigella","Eubacterium","Ezakiella","F0332","Faecalibacterium","Faecalicoccus","Faecalitalea","Family.XIII.AD3011.group","Family.XIII.UCG.001","Fastidiosipila","FD2005","Fenollaria","Finegoldia","Flavonifractor","Fournierella","Frisingicoccus","Fusicatenibacter","Fusobacterium","Gallicola","Gardnerella","GCA.900066575","GCA.900066755","Gemella","Gordonibacter","Granulicatella","Haemophilus","Hafnia.Obesumbacterium","Harryflintia","Holdemanella","Holdemania","Howardella","HT002","Hungatella","Intestinibacter","Intestinimonas","Jonquetella","Kandleria","Klebsiella","Lachnoclostridium","Lachnospira","Lachnospiraceae.AC2044.group","Lachnospiraceae.FCS020.group","Lachnospiraceae.FE2018.group","Lachnospiraceae.NC2004.group","Lachnospiraceae.ND3007.group","Lachnospiraceae.NK4A136.group","Lachnospiraceae.NK4B4.group","Lachnospiraceae.UCG.001","Lachnospiraceae.UCG.003","Lachnospiraceae.UCG.004","Lachnospiraceae.UCG.008","Lachnospiraceae.UCG.009","Lachnospiraceae.UCG.010","Lachnotalea","Lacticaseibacillus","Lactiplantibacillus","Lactobacillus","Lactococcus","Lactonifactor","Latilactobacillus","Lawsonella","Lentilactobacillus","Leuconostoc","Libanicoccus","Ligilactobacillus","Limosilactobacillus","Lysinibacillus","Mailhella","Marvinbryantia","Megamonas","Megasphaera","Merdibacter","Methanobrevibacter","Methanomassiliicoccus","Methanosphaera","Microbacterium","Mitsuokella","Mobiluncus","Mogibacterium","Monoglobus","Morganella","Murdochiella","Murimonas","Negativibacillus","Negativicoccus","NK4A214.group","Oceanobacillus","Odoribacter","Olsenella","Oribacterium","Oscillibacter","Oscillospira","Oxalobacter","Paenibacillus","Paludicola","Papillibacter","Parabacteroides","Paraprevotella","Parasporobacterium","Parasutterella","Parvibacter","Parvimonas","Pediococcus","Peptococcus","Peptoniphilus","Peptostreptococcus","Phascolarctobacterium","Phocea","Pluralibacter","Porphyromonas","Prevotella","Prevotella_7","Prevotella_9","Prevotellaceae.Ga6A1.group","Prevotellaceae.NK3B31.group","Prevotellaceae.UCG.001","Prevotellaceae.UCG.003","Propionibacterium","Proteus","Pseudoclavibacter","Pseudoflavonifractor","Pseudomonas","Pseudoscardovia","Pseudoxanthomonas","Pygmaiobacter","Pyramidobacter","Ralstonia","Raoultella","Raoultibacter","Rikenella","Rikenellaceae.RC9.gut.group","Romboutsia","Roseburia","Rothia","Ruminiclostridium","Ruminococcus","S5.A14a","Sanguibacteroides","Scardovia","Sellimonas","Senegalimassilia","Shuttleworthia","Slackia","Solibacillus","Solobacterium","Staphylococcus","Stenotrophomonas","Streptococcus","Streptomyces","Subdoligranulum","Sutterella","Synergistes","Terrisporobacter","TM7x","Turicibacter","Tuzzerella","Tyzzerella","UBA1819","UC5.1.2E3","UCG.002","UCG.003","UCG.004","UCG.005","UCG.007","UCG.008","UCG.009","V9D2013.group","Varibaculum","Veillonella","Victivallis","W5053","Weissella","status"
"ERR2730158",0,0,0,482,0,0,0,0,30,735,0,122,40,0,61,0,0,0,0,0,0,0,0,0,2339,2424,962,0,0,0,0,19,0,0,0,0,0,95,15,0,0,0,0,0,33,0,0,285,1329,819,71,3170,0,0,127,0,0,0,65,0,13,0,8,0,0,0,0,0,0,12,0,0,0,4836,0,0,37,0,165,43,0,7,37,565,0,0,0,0,0,11,0,0,0,0,0,211,42,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,10276,0,0,257,152,0,0,0,0,70,38,0,1088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,305,0,0,0,94,20,0,94,0,0,348,881,0,0,0,24,0,0,65,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,55,0,0,0,0,0,0,0,500,0,0,0,159,0,570,0,5,0,0,45,68,0,0,107,0,64,0,0,243,0,0,0,0,0,0,171,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,123,439,0,0,1551,0,0,0,0,55,0,0,0,0,0,0,105,0,28609,0,0,0,0,0,0,0,17,0,23801,194,0,4431,0,0,0,0,0,0,0,0,0,"Control"
"ERR2730159",0,0,0,378,0,18,0,0,14,1307,9,64,23,0,31,0,0,0,0,0,0,0,0,0,4568,101,526,0,0,0,0,0,0,0,0,0,0,154,0,0,0,0,0,0,0,0,0,2777,147,1650,25,825,0,0,31,23,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0,0,69,0,113,81,0,0,10,294,0,0,0,0,0,11,0,70,0,0,0,91,0,0,0,0,0,0,0,9,0,0,0,59,0,100,0,0,0,5006,0,0,39,24,0,0,0,0,0,0,0,836,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,85,0,0,0,36,74,0,21,0,0,99,1020,0,0,0,66,0,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,23,0,20,0,0,38,0,0,0,7,0,146,0,0,0,0,0,0,0,0,0,383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0,263,0,0,0,0,0,0,13,0,0,0,0,21,0,363,235,0,0,0,0,0,0,11,0,798,53,0,400,0,0,0,0,0,0,99,0,0,"Control"
"ERR2730160",0,0,0,119,0,76,0,0,19,14,0,115,51,0,174,0,0,0,0,0,0,0,0,0,1220,178,1077,48,0,0,0,0,0,0,0,0,0,205,8,0,0,0,0,0,0,0,0,975,418,960,0,968,0,0,528,79,0,17,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,0,0,336,0,213,26,0,0,0,86,0,0,0,0,0,0,0,532,1572,0,0,233,19,0,0,0,0,0,0,9,0,0,0,8,0,0,0,0,0,5085,0,0,252,161,0,0,0,0,0,0,0,5218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,389,18,0,0,0,176,87,398,37,0,0,105,471,0,47,0,383,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,15,0,0,0,0,0,0,130,0,0,0,0,0,1969,0,23,0,0,122,0,14,0,0,0,409,0,0,15,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,733,0,0,1452,0,0,0,0,0,0,23,0,0,0,0,7,0,5840,409,0,76,0,0,0,0,27,0,3005,89,0,1798,0,0,45,0,0,0,207,0,0,"Control"
"ERR2730161",0,0,0,60,0,0,0,0,0,183,0,0,0,0,65,0,0,0,0,0,0,0,0,0,1904,0,164,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,20,0,0,896,41,133,0,305,0,0,87,8,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1736,0,0,530,0,72,96,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,1935,0,0,10,42,0,0,0,0,0,0,0,163,0,0,0,30,0,0,0,0,99,0,0,21,0,25,0,0,126,0,0,0,0,65,123,0,41,0,0,57,1045,0,59,289,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,65,0,12,0,0,0,0,0,0,9,0,112,24,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,1841,0,0,382,0,0,0,0,0,0,15,0,0,0,0,363,0,3185,150,0,81,0,0,0,0,0,0,502,81,7,281,0,0,0,0,0,38,28,0,0,"Control"
"ERR2730162",0,0,0,1818,0,0,0,0,33,3108,0,170,27,0,277,0,0,0,0,0,0,0,0,0,8340,15,806,0,0,0,0,0,0,0,404,0,0,0,0,0,0,0,0,0,0,0,0,672,332,280,7,997,0,0,322,93,0,451,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4649,0,0,2537,0,654,69,0,0,0,6403,0,0,0,0,0,41,0,15,3832,0,0,110,0,0,0,0,0,0,0,0,0,0,0,96,0,325,0,0,0,14825,0,0,371,251,0,0,0,0,36,152,0,559,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,2222,379,0,0,0,470,616,51,139,0,0,856,1958,0,0,0,464,0,0,30,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,215,0,0,0,0,0,785,0,33,0,0,154,204,0,0,73,0,437,79,0,41,0,0,0,0,0,0,0,0,0,0,0,0,7600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,483,594,3100,0,0,2621,0,0,0,0,0,0,0,0,0,0,0,52,0,8942,628,0,652,0,169,0,0,19,0,4113,555,19,1111,0,0,0,0,0,109,23,0,0,"Control"
"ERR2730163",0,123,0,171,0,53,0,0,0,0,116,0,0,114,1824,0,0,0,0,0,0,0,46,0,14746,37,1726,0,0,0,0,23,0,0,0,0,0,78,222,0,0,0,0,0,0,0,0,3330,2697,8947,38,1845,0,0,0,282,0,0,570,0,0,0,17,0,0,0,0,0,0,10,0,0,18,1630,0,0,0,0,257,140,0,10,131,1040,0,0,0,0,0,18,0,0,0,0,0,724,0,0,26,0,0,0,0,16,0,0,8,79,0,234,0,24,0,8864,0,0,72,370,0,0,34,0,1523,0,0,4729,0,0,24,18,0,0,0,0,0,0,0,0,0,0,0,99,0,307,0,0,0,135,301,0,26,0,0,214,405,0,0,0,94,0,80,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,46,0,0,0,0,0,0,0,334,0,0,0,448,0,86,0,28,0,0,1512,222,0,0,15,0,411,0,0,0,0,0,0,0,0,34,1751,0,0,11,295,45,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,29,395,0,0,176,0,0,0,27,0,0,37,0,0,0,0,61,0,10251,859,0,0,0,0,0,0,164,0,10278,70,0,1138,0,0,37,0,0,0,0,0,0,"Control"
"ERR2730164",0,0,0,594,0,17,0,0,323,1684,16,118,21,48,112,0,0,0,0,0,0,0,53,0,885,2915,1023,0,0,0,0,0,10,0,0,0,0,45,0,0,0,0,0,0,0,0,0,915,23,343,91,580,0,0,0,41,0,116,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,898,0,0,54,0,171,109,0,14,0,70,0,0,0,0,0,0,0,278,17,5,0,192,42,0,0,0,0,0,0,0,0,0,4,0,0,98,0,0,0,1375,0,0,55,35,0,0,0,0,198,0,0,475,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,30,397,0,0,0,176,130,0,0,0,0,117,59,0,0,0,59,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,17,0,0,0,0,0,0,224,0,0,0,77,0,351,0,13,0,0,192,88,0,0,15,0,80,0,0,0,0,0,0,24,0,6,899,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,99,0,20,649,0,13,0,0,0,0,0,0,0,0,0,142,0,498,0,0,11,0,0,0,0,54,0,2425,0,0,1084,0,0,18,0,0,0,16,0,0,"Control"
"ERR2730165",0,0,0,86,0,20,0,0,0,216,0,92,0,0,328,0,0,0,0,0,0,0,0,0,107,130,3282,0,0,0,0,16,3,0,0,0,0,72,45,0,13,0,0,0,0,0,0,311,151,2004,38,495,0,0,0,78,0,482,0,0,0,0,15,0,70,0,0,0,0,43,0,0,0,8789,0,0,43,0,1999,100,0,0,0,136,0,0,0,0,0,24,0,0,0,18,0,49,203,0,0,0,0,0,0,0,0,0,0,87,0,100,0,0,0,850,0,0,297,21,0,0,0,0,481,0,73,31,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,21,428,0,0,0,82,58,0,0,0,0,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,61,15,0,0,0,0,0,0,196,0,0,0,476,0,1913,0,0,0,0,1029,22,0,0,139,0,15,0,0,0,0,0,0,0,0,0,1061,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,31,66,0,22,30,0,0,0,0,0,22,23,0,0,0,0,0,0,4205,49,0,0,0,0,0,0,30,0,1659,0,0,2114,15,0,86,0,0,0,37,0,0,"Control"
"ERR2730166",0,0,0,36,0,0,0,0,21,923,0,153,0,0,880,0,0,0,0,0,0,0,0,0,1500,29,1367,0,0,0,0,13,0,0,0,0,0,343,0,0,0,0,0,0,9,0,0,5461,294,427,47,1497,0,0,250,287,0,0,394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6162,0,0,0,0,187,107,0,0,0,4423,0,0,0,0,0,17,0,0,9,0,0,168,0,0,0,0,0,0,0,0,0,0,0,287,0,0,0,0,0,15619,0,0,74,18,0,0,0,0,84,78,0,703,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,332,329,0,195,0,0,1040,1395,0,98,0,198,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,906,0,25,0,0,162,84,0,0,24,0,85,36,0,11,0,0,0,16,0,0,3204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2325,3946,0,0,1066,0,0,0,0,0,0,0,0,0,0,0,31,0,11970,358,0,0,0,0,0,75,0,0,1589,210,0,977,0,0,8,0,0,0,27,0,0,"Control"
"ERR2730167",0,0,0,108,0,27,0,0,1431,185,0,118,0,0,79,0,0,0,0,0,22,0,0,0,99,209,1768,0,0,0,0,0,0,0,42,0,0,0,49,0,0,0,0,0,0,0,0,1720,1097,8,130,351,0,0,19,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8599,0,0,0,0,108,12,0,0,0,572,0,0,0,0,0,0,0,272,1091,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1762,0,0,85,15,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,76,0,0,221,0,0,0,0,41,267,0,0,0,128,84,332,0,0,4,74,1748,0,60,0,87,0,0,12,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,391,0,0,0,0,0,807,0,100,0,0,124,41,7,0,15,0,431,0,0,250,0,0,0,20,0,0,0,0,0,0,0,0,0,0,2012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,840,0,86,364,0,0,0,0,0,0,33,0,0,0,0,0,0,1813,0,0,0,0,0,0,0,7,0,6724,186,0,4092,0,0,15,0,0,24,0,0,0,"Control"
"ERR2730168",0,0,0,411,0,0,0,0,0,526,16,44,43,0,201,0,0,0,0,0,0,0,9,0,1683,0,464,12,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,1128,0,172,0,266,0,0,149,54,0,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,639,0,0,884,0,64,69,0,0,0,1988,0,0,0,0,0,6,0,0,517,0,0,192,10,0,0,0,0,0,0,0,0,0,0,147,0,0,0,0,0,1471,0,0,0,16,0,0,0,0,0,0,0,121,0,0,0,0,0,0,0,0,25,0,0,0,5,17,0,0,67,37,0,0,0,410,379,0,36,0,0,145,222,0,19,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,0,0,11,0,47,0,50,22,0,0,28,0,0,0,0,154,321,0,9,0,0,0,0,0,0,0,0,0,0,0,0,5468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,459,0,0,282,0,0,0,0,0,0,0,0,0,0,0,7,0,738,142,0,0,0,58,0,0,0,0,416,41,0,215,13,0,0,0,0,329,0,0,0,"Control"
"ERR2730169",0,0,0,0,0,26,0,0,0,75,46,0,0,80,419,0,0,5058,0,0,0,0,9,0,7398,588,1386,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,5118,722,21,217,1485,0,0,120,235,0,0,0,0,0,0,30,0,12,0,0,0,0,0,0,0,0,15,0,0,237,0,380,217,0,21,0,0,0,0,0,0,0,13,0,0,0,0,0,0,115,0,52,0,0,0,0,0,0,0,0,0,0,14,0,0,0,1881,0,0,87,106,0,0,0,0,410,0,0,2981,0,0,0,29,0,0,0,0,0,0,0,0,17,0,0,34,7,342,0,0,0,587,146,0,0,0,0,0,635,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,70,0,0,0,71,0,0,0,37,0,0,1460,113,0,0,0,0,246,707,0,88,0,0,0,0,0,0,3570,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,62,0,0,798,0,0,0,30,0,0,0,0,0,0,0,21,0,7800,1424,0,0,0,0,287,0,96,0,2031,0,0,0,0,0,0,0,0,0,0,0,0,"Control"
"ERR2730170",0,0,0,226,0,0,0,0,0,0,51,87,0,66,430,0,0,0,0,0,0,0,28,0,8070,0,476,0,0,0,0,0,0,0,0,0,0,410,9,0,20,0,0,0,0,0,0,1827,0,270,166,1988,0,0,129,0,0,0,941,0,0,0,20,0,0,0,0,0,0,0,0,0,0,95,0,0,114,0,383,0,0,0,0,2067,0,0,0,0,0,80,0,0,10,0,0,241,0,13,0,0,0,0,0,0,0,0,14,27,0,0,0,0,0,9124,0,0,484,104,0,0,0,0,352,76,37,2723,0,0,0,0,0,0,0,0,17,0,0,0,14,0,0,0,94,484,0,0,0,127,197,0,17,0,0,89,383,0,0,0,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,397,0,0,0,0,0,17,0,0,0,0,156,33,0,0,0,0,185,0,0,648,0,0,0,0,0,0,1148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,709,0,0,2231,0,0,0,0,0,0,0,0,0,0,0,136,0,4452,0,0,0,0,12,0,0,22,0,166,160,0,140,0,0,0,0,0,0,0,0,0,"Control"
"ERR2730171",0,0,0,31,0,50,0,0,0,229,0,43,151,0,0,0,0,0,0,0,0,0,0,0,2342,1266,776,0,71,0,0,0,0,0,0,0,0,136,14,0,0,0,0,0,0,0,0,536,221,11050,73,2109,0,0,352,223,0,0,0,0,0,0,240,0,0,0,0,0,0,0,0,0,0,7482,0,0,299,0,338,44,0,0,19,1844,0,0,0,0,0,46,0,317,0,0,0,435,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,3969,0,0,185,510,0,0,13,0,0,92,0,1605,0,0,0,0,0,0,0,0,24,0,0,98,5,23,0,0,159,735,0,0,0,42,26,0,0,0,0,395,125,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,4392,0,0,32,0,291,0,9,0,27,0,96,28,0,11,0,0,0,14,0,0,224,0,0,0,0,513,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,194,0,0,280,0,13,0,0,0,0,90,0,0,0,0,14,0,3634,111,0,0,0,0,0,0,0,0,11167,199,29,1320,0,0,23,0,0,0,178,0,0,"Control"
"ERR2730172",0,0,0,429,0,0,0,0,0,753,0,47,32,0,378,0,0,0,0,0,0,0,0,0,41,0,465,0,0,0,0,0,0,0,0,0,0,168,0,0,0,0,0,0,0,0,0,3970,203,214,48,473,0,0,41,36,1143,597,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1610,0,0,12,0,15,37,0,0,33,196,0,0,0,0,0,0,0,35,760,0,0,154,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,922,0,0,18,14,0,0,0,0,0,0,0,137,0,0,0,46,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,191,271,25,14,0,0,109,648,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,47,0,58,0,0,10,0,0,0,4,0,703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,0,0,196,0,0,0,0,15,0,0,0,0,0,0,24,0,2920,346,0,0,0,0,0,0,0,0,516,45,4,111,0,0,0,0,0,0,67,0,0,"Control"
"ERR2730173",0,0,0,57,0,0,0,0,0,27,13,0,0,224,380,0,0,221,0,0,0,0,0,0,2290,9,277,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,850,321,727,71,950,0,0,0,88,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,449,0,0,508,0,160,410,0,0,0,1222,0,0,0,0,0,0,0,33,3842,0,0,217,0,0,0,0,0,0,0,0,0,0,8,195,0,0,0,0,0,3219,0,0,13,65,0,0,0,0,120,0,0,253,0,0,0,0,0,0,0,0,0,0,0,105,14,44,0,0,117,214,0,0,0,718,426,0,81,0,0,140,0,0,0,0,51,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,554,0,0,0,0,0,341,0,4,0,0,256,83,0,0,0,0,305,141,0,52,0,0,0,0,0,0,82,15,0,0,0,999,7896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,1650,0,0,338,0,0,0,0,0,0,21,0,0,0,0,49,0,3999,919,0,44,0,0,0,12,25,0,840,64,0,47,0,0,0,0,0,0,38,0,0,"Control"
"ERR2730174",0,0,0,311,0,0,0,0,0,171,0,0,0,210,243,0,0,0,0,0,0,0,0,0,1095,128,172,0,0,0,0,0,0,0,30,0,0,18,5,0,0,0,0,0,0,0,0,412,333,607,28,303,0,0,90,0,301,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1564,0,0,201,0,164,39,0,0,0,670,0,0,0,0,0,0,0,167,391,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,244,0,0,0,6135,0,0,154,58,0,0,0,0,0,15,0,44,0,0,0,0,0,0,0,0,0,0,0,173,0,12,0,0,757,65,0,0,0,28,27,63,44,0,0,83,610,0,36,0,71,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,705,0,0,0,0,0,399,0,28,0,0,40,56,0,0,0,0,59,0,0,0,0,0,0,18,0,0,0,0,0,0,0,5453,1325,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,40,52,0,0,2506,0,0,0,0,9,0,34,0,0,0,0,17,0,1082,381,0,0,0,0,17,0,0,0,3823,114,0,746,0,0,334,0,0,0,141,0,0,"Control"
"ERR2730175",0,0,0,443,0,0,0,0,0,23,0,152,56,0,120,0,0,0,0,0,0,0,0,0,17331,0,1680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1052,1836,3947,70,1930,0,0,78,203,0,0,171,0,0,0,6,0,0,0,0,0,0,0,0,0,0,7258,0,0,8,0,182,63,0,0,0,3820,0,0,0,0,0,84,0,0,1278,9,0,187,22,0,0,0,0,0,0,0,0,0,8,107,0,89,0,0,0,13954,0,0,69,37,0,0,0,0,0,0,0,1520,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,103,0,0,0,84,258,0,133,0,0,387,817,0,48,0,219,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,0,0,0,75,0,438,0,30,0,0,184,0,0,0,0,0,70,0,0,214,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1326,0,0,2670,0,0,0,0,38,0,0,0,0,0,0,150,0,8774,89,0,0,0,0,0,0,0,0,7249,236,0,2089,0,0,13,0,0,0,81,0,0,"Control"
"ERR2730176",0,0,0,1861,0,0,0,0,0,3664,31,33,159,0,321,0,0,0,0,0,0,0,19,0,14439,223,2549,0,0,0,0,0,0,0,50,0,0,57,11,0,0,0,0,0,0,0,0,8146,1176,3340,41,783,0,0,477,0,0,0,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7258,0,0,2235,0,152,325,0,0,87,316,0,0,0,0,0,111,0,0,45,4,0,369,22,0,0,0,0,0,0,0,0,0,16,139,0,1143,0,0,0,7794,0,0,127,11,0,0,0,0,109,0,0,1233,0,0,0,0,0,0,0,0,107,0,0,0,11,59,0,0,420,386,0,0,60,1062,1591,0,141,0,10,391,1441,0,56,0,542,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298,0,0,0,11,0,128,0,446,0,0,119,59,0,0,114,0,843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313,8406,0,0,1657,0,0,0,0,88,0,0,0,0,0,0,459,0,9560,1711,0,0,0,7,0,0,25,0,2367,340,0,1683,0,0,0,0,0,376,0,0,0,"Control"
