"","X.Bacteroides..pectinophilus.group","X.Clostridium..innocuum.group","X.Eubacterium..brachy.group","X.Eubacterium..eligens.group","X.Eubacterium..fissicatena.group","X.Eubacterium..hallii.group","X.Eubacterium..nodatum.group","X.Eubacterium..oxidoreducens.group","X.Eubacterium..ruminantium.group","X.Eubacterium..siraeum.group","X.Eubacterium..ventriosum.group","X.Eubacterium..xylanophilum.group","X.Ruminococcus..gauvreauii.group","X.Ruminococcus..gnavus.group","X.Ruminococcus..torques.group","Acetanaerobacterium","Acetitomaculum","Acidaminococcus","Acidipropionibacterium","Acinetobacter","Actinomyces","Actinotignum","Adlercreutzia","Aerosphaera","Agathobacter","Akkermansia","Alistipes","Allisonella","Alloprevotella","Alloscardovia","Anaerococcus","Anaerofilum","Anaerofustis","Anaeroglobus","Anaeroplasma","Anaerosporobacter","Anaerostignum","Anaerostipes","Anaerotruncus","Anaerovorax","Angelakisella","Aquamonas","Asaccharobacter","Asaccharospora","Asteroleplasma","Atopobium","Bacillus","Bacteroides","Barnesiella","Bifidobacterium","Bilophila","Blautia","Brevibacterium","Burkholderia.Caballeronia.Paraburkholderia","Butyricicoccus","Butyricimonas","Butyrivibrio","CAG.352","CAG.56","CAG.873","Caldicoprobacter","Campylobacter","Candidatus.Soleaferrea","Candidatus.Stoquefichus","Caproiciproducens","Carnobacterium","Catabacter","Catenibacillus","Catenibacterium","Catenisphaera","CHKCI001","CHKCI002","Christensenella","Christensenellaceae.R.7.group","Citrobacter","Cloacibacillus","Clostridium.sensu.stricto.1","Clostridium.sensu.stricto.3","Colidextribacter","Collinsella","Conservatibacter","Coprobacillus","Coprobacter","Coprococcus","Coriobacteriaceae.UCG.002","Coriobacteriaceae.UCG.003","Corynebacterium","Cuneatibacter","Cutibacterium","Defluviitaleaceae.UCG.011","Delftia","Desulfovibrio","Dialister","Dielma","DNF00809","Dorea","DTU089","Eggerthella","Eisenbergiella","Elusimicrobium","Enorma","Enterobacter","Enterococcus","Enterorhabdus","Enteroscipio","Epulopiscium","Erysipelatoclostridium","Erysipelotrichaceae.UCG.003","Erysipelotrichaceae.UCG.006","Escherichia.Shigella","Eubacterium","Ezakiella","F0332","Faecalibacterium","Faecalicoccus","Faecalitalea","Family.XIII.AD3011.group","Family.XIII.UCG.001","Fastidiosipila","FD2005","Fenollaria","Finegoldia","Flavonifractor","Fournierella","Frisingicoccus","Fusicatenibacter","Fusobacterium","Gallicola","Gardnerella","GCA.900066575","GCA.900066755","Gemella","Gordonibacter","Granulicatella","Haemophilus","Hafnia.Obesumbacterium","Harryflintia","Holdemanella","Holdemania","Howardella","HT002","Hungatella","Intestinibacter","Intestinimonas","Jonquetella","Kandleria","Klebsiella","Lachnoclostridium","Lachnospira","Lachnospiraceae.AC2044.group","Lachnospiraceae.FCS020.group","Lachnospiraceae.FE2018.group","Lachnospiraceae.NC2004.group","Lachnospiraceae.ND3007.group","Lachnospiraceae.NK4A136.group","Lachnospiraceae.NK4B4.group","Lachnospiraceae.UCG.001","Lachnospiraceae.UCG.003","Lachnospiraceae.UCG.004","Lachnospiraceae.UCG.008","Lachnospiraceae.UCG.009","Lachnospiraceae.UCG.010","Lachnotalea","Lacticaseibacillus","Lactiplantibacillus","Lactobacillus","Lactococcus","Lactonifactor","Latilactobacillus","Lawsonella","Lentilactobacillus","Leuconostoc","Libanicoccus","Ligilactobacillus","Limosilactobacillus","Lysinibacillus","Mailhella","Marvinbryantia","Megamonas","Megasphaera","Merdibacter","Methanobrevibacter","Methanomassiliicoccus","Methanosphaera","Microbacterium","Mitsuokella","Mobiluncus","Mogibacterium","Monoglobus","Morganella","Murdochiella","Murimonas","Negativibacillus","Negativicoccus","NK4A214.group","Oceanobacillus","Odoribacter","Olsenella","Oribacterium","Oscillibacter","Oscillospira","Oxalobacter","Paenibacillus","Paludicola","Papillibacter","Parabacteroides","Paraprevotella","Parasporobacterium","Parasutterella","Parvibacter","Parvimonas","Pediococcus","Peptococcus","Peptoniphilus","Peptostreptococcus","Phascolarctobacterium","Phocea","Pluralibacter","Porphyromonas","Prevotella","Prevotella_7","Prevotella_9","Prevotellaceae.Ga6A1.group","Prevotellaceae.NK3B31.group","Prevotellaceae.UCG.001","Prevotellaceae.UCG.003","Propionibacterium","Proteus","Pseudoclavibacter","Pseudoflavonifractor","Pseudomonas","Pseudoscardovia","Pseudoxanthomonas","Pygmaiobacter","Pyramidobacter","Ralstonia","Raoultella","Raoultibacter","Rikenella","Rikenellaceae.RC9.gut.group","Romboutsia","Roseburia","Rothia","Ruminiclostridium","Ruminococcus","S5.A14a","Sanguibacteroides","Scardovia","Sellimonas","Senegalimassilia","Shuttleworthia","Slackia","Solibacillus","Solobacterium","Staphylococcus","Stenotrophomonas","Streptococcus","Streptomyces","Subdoligranulum","Sutterella","Synergistes","Terrisporobacter","TM7x","Turicibacter","Tuzzerella","Tyzzerella","UBA1819","UC5.1.2E3","UCG.002","UCG.003","UCG.004","UCG.005","UCG.007","UCG.008","UCG.009","V9D2013.group","Varibaculum","Veillonella","Victivallis","W5053","Weissella","status"
"SRR18064250",0,0,76,24,7,12,0,0,0,340,125,50,0,0,184,0,0,293,0,0,30,0,31,0,173,4016,6278,3,0,0,0,13,0,0,0,0,0,247,0,0,0,0,1,0,0,0,0,5027,1435,2152,0,444,0,0,36,16,0,0,0,0,0,0,9,0,4,0,12,0,0,1068,0,0,0,1408,0,6,29,0,182,513,0,3,11,47,0,0,0,0,0,6,0,0,3,0,0,26,158,96,62,0,0,0,370,0,0,0,196,0,0,492,49,0,0,518,0,0,85,11,0,0,0,0,18,0,0,17,5,0,0,116,0,2,0,0,0,0,0,0,6,0,13483,0,4,157,0,0,0,251,0,0,0,0,0,0,202,0,0,0,3,0,0,4,0,0,0,465,5,0,0,0,0,2,0,0,8,0,0,79,0,600,45,444,0,0,0,0,0,8,228,0,0,0,17,0,734,0,101,0,0,22,0,0,0,18,0,676,14,0,47,0,0,0,4,0,0,95,0,0,0,0,21,10,2,0,3,0,0,0,0,10,2,0,0,17,0,0,0,0,0,5,114,387,5,0,987,0,0,0,69,0,0,245,0,0,0,0,215,0,620,0,0,0,0,4,0,0,162,0,222,195,0,172,0,0,0,0,0,3,0,0,0,"PD"
"SRR18064251",0,0,0,62,0,1433,0,6,0,51,113,56,229,0,385,0,0,0,0,0,16,0,94,0,179,84,1153,0,0,0,0,5,0,0,0,0,0,231,0,0,0,0,3,0,0,0,0,10924,1875,7,29,2520,0,0,168,32,0,118,417,0,0,0,0,0,0,0,0,0,0,29,0,0,0,1048,0,0,436,0,82,489,0,0,0,920,0,0,0,0,0,0,0,0,0,0,0,442,0,25,0,0,0,0,0,0,0,0,13,209,0,215,0,0,0,5995,0,0,39,42,0,0,0,0,0,0,0,475,0,0,0,12,0,0,27,0,6,0,0,11,10,0,0,0,21,130,0,0,0,55,143,0,28,0,3,129,199,0,260,132,8,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,26,0,0,6,0,0,4,0,0,0,0,114,0,0,0,0,0,32,0,168,0,0,14,0,0,0,14,0,513,6,0,71,0,0,0,131,0,0,568,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,84,287,0,0,1216,0,0,0,0,0,0,0,0,0,0,0,374,0,1658,51,0,0,4,161,0,0,0,0,325,28,0,76,0,0,10,0,0,95,0,0,0,"Control"
"SRR18064252",0,0,0,2,0,318,0,3,0,9,44,7,251,0,453,0,0,0,0,0,31,0,7,0,0,10,804,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,3,0,0,0,8297,472,72,0,991,0,0,169,41,0,52,170,0,0,12,0,0,0,0,0,0,0,43,0,0,0,289,0,0,3488,0,36,768,9,0,0,256,0,0,0,0,0,0,0,0,0,0,0,411,0,20,0,0,0,0,0,0,0,39,27,265,0,0,0,0,0,3068,0,0,9,0,0,0,0,0,0,0,0,147,27,0,0,14,0,9,0,7,1433,0,3,3,0,0,0,0,331,49,0,0,0,66,90,0,38,0,12,132,0,0,4,59,17,0,0,0,0,286,0,35,0,0,0,0,0,0,0,0,6,0,0,32,0,15,0,0,0,0,0,0,0,0,20,0,0,0,0,0,21,0,44,0,0,0,0,0,0,0,0,576,0,0,66,0,0,0,57,0,0,79,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,113,191,14,0,115,0,0,0,0,0,0,0,0,0,0,0,5721,0,838,34,0,42,6,193,0,0,0,0,98,0,0,21,0,0,0,0,0,2835,0,0,0,"Control"
"SRR18064253",0,10,0,30,0,177,0,0,0,0,21,27,588,0,410,0,0,0,0,0,8,0,0,0,431,17,322,0,0,0,0,0,0,0,0,0,0,270,0,0,0,0,0,2,0,0,0,7925,241,664,0,1162,0,0,95,2,0,0,93,0,0,0,0,0,0,0,0,0,0,9,0,0,0,235,0,0,974,0,28,692,0,0,0,161,0,0,0,0,0,0,0,0,0,0,0,259,0,26,0,0,0,0,0,0,0,0,30,286,0,4,0,0,4,3952,0,0,6,2,0,0,0,0,0,0,0,557,4,0,0,0,0,0,0,8,598,0,0,0,0,0,0,0,687,35,0,0,0,84,81,0,58,0,5,142,185,0,0,14,16,0,0,5,0,118,0,196,19,0,0,0,0,0,0,0,16,0,0,28,0,6,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1901,3,0,22,0,0,0,73,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,111,799,0,0,1225,0,0,0,0,0,0,0,0,0,0,0,3854,0,2663,6,0,0,4,20,0,0,0,0,21,0,0,11,0,0,0,0,0,2737,0,0,0,"Control"
"SRR18064254",0,5,0,353,0,716,0,0,0,119,31,0,187,0,53,0,0,0,0,0,0,0,24,0,352,3,295,0,0,0,0,0,0,0,0,0,0,2131,0,0,0,0,0,0,0,0,0,14365,0,9,0,2948,0,0,603,0,0,0,472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,13,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,336,0,21,0,0,0,0,0,50,0,0,4,427,0,451,0,0,0,4650,0,3,57,0,0,0,0,0,0,0,0,669,26,0,0,11,0,11,0,24,337,0,0,2,19,5,0,0,0,7,0,0,0,223,86,0,39,0,6,291,539,0,90,0,54,4,0,62,0,12,0,0,0,0,0,0,0,30,0,0,176,0,7,33,0,27,0,0,0,0,0,0,0,0,194,0,0,0,0,0,16,0,2,0,0,0,0,0,0,0,0,138,2,0,408,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1311,7,0,5,0,0,0,0,0,0,0,0,0,0,0,5040,0,93,0,0,0,4,0,0,0,0,0,256,25,0,15,0,0,0,0,0,4268,0,0,0,"PD"
"SRR18064255",0,19,0,102,0,954,0,0,264,162,38,16,194,0,0,0,0,71,0,0,30,0,22,0,982,9,928,10,0,0,0,4,0,0,0,0,0,1154,11,0,3,0,0,0,0,0,0,6107,338,43,60,1670,0,0,241,20,0,248,200,0,0,0,6,0,0,0,0,0,0,0,0,0,14,291,0,0,0,0,95,898,0,0,0,57,0,0,0,0,0,14,0,210,343,0,0,575,0,0,41,0,0,69,32,82,0,0,2,304,0,93,0,0,0,2503,0,0,38,47,0,0,0,0,0,3,41,76,0,0,0,0,0,0,0,0,81,0,3,0,10,24,0,0,21,43,0,0,145,56,89,0,48,0,6,220,349,0,31,0,0,0,0,14,0,173,0,143,94,0,0,0,0,88,0,0,332,0,0,138,0,0,31,0,0,0,0,0,0,0,126,0,0,0,86,0,88,0,47,0,0,32,0,16,0,65,0,1082,0,2,43,0,0,0,0,0,0,715,0,0,0,0,28,537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,180,424,0,0,1094,0,27,0,0,0,0,69,0,0,0,0,6200,0,191,18,0,0,0,4,0,0,9,0,379,31,3,58,0,0,2,0,0,96,0,0,23,"PD"
"SRR18064256",0,164,0,163,0,1106,5,10,0,239,22,19,0,0,1373,0,0,73,0,0,14,0,17,0,753,0,1893,7,0,0,0,7,0,0,0,0,0,857,35,0,3,2,0,0,0,0,0,9166,686,11,21,2586,0,0,35,74,0,1947,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267,0,0,3,0,120,848,0,0,0,246,0,0,0,0,0,19,0,245,0,0,11,539,0,4,37,0,0,0,0,53,0,0,27,674,0,473,0,0,0,1372,0,0,63,18,0,0,0,0,32,0,0,151,0,0,0,11,0,6,0,13,5,0,0,0,12,57,0,65,7,81,0,0,0,0,50,0,29,0,5,82,193,0,0,33,12,5,0,27,0,0,0,0,0,0,0,0,0,414,0,0,84,0,7,75,0,0,0,0,0,0,0,0,0,0,105,0,0,0,79,0,84,0,179,5,0,51,0,12,0,67,3,1199,0,0,7,0,0,0,0,0,0,773,0,0,0,3,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,29,164,0,35,274,0,37,0,10,0,0,67,0,0,0,0,4098,0,405,112,0,0,0,0,0,4,13,0,1237,94,24,91,0,0,0,0,0,24,2,0,0,"PD"
"SRR18064257",0,0,0,144,11,573,0,10,451,59,33,178,662,0,73,0,0,0,0,0,5,0,133,0,176,0,1704,53,246,0,0,5,0,0,0,0,0,463,5,0,0,0,0,2,0,0,0,10040,0,44,15,1687,0,0,654,32,0,9,2,0,0,0,5,0,0,0,0,0,0,0,0,0,10,970,0,0,156,0,362,1636,0,0,0,356,0,0,0,0,0,14,0,19,0,0,22,1337,3,0,0,0,0,0,0,0,0,0,6,210,0,0,0,0,0,497,0,0,143,26,0,0,0,0,0,0,0,1834,0,0,0,0,0,0,13,0,0,0,0,367,3,0,0,0,16,12,0,0,0,104,81,15,114,0,6,121,137,17,65,0,38,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,256,0,0,0,0,0,0,74,0,0,0,17,0,2989,0,7,0,0,23,0,23,0,0,0,659,0,0,14,10,0,0,42,0,0,1377,0,0,0,0,1281,0,0,0,128,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,139,1372,0,0,775,0,0,0,0,0,0,65,0,0,0,0,39,0,493,129,0,29,0,20,0,0,14,0,1296,39,0,220,0,0,3,0,0,6,0,0,0,"Control"
"SRR18064258",0,310,75,41,0,1626,22,3,0,3,339,25,158,18,1178,5,0,0,0,0,32,0,49,0,103,0,1340,0,0,0,0,0,0,0,0,0,0,898,5,0,0,3,2,0,0,0,0,6913,925,1619,66,1348,0,0,0,72,0,0,14,0,0,0,15,13,0,0,0,11,0,0,0,0,19,679,0,0,320,0,55,71,0,0,244,8,0,0,0,0,0,7,0,15,0,11,0,111,15,75,72,0,306,0,0,28,0,0,563,1987,0,1046,56,0,0,500,0,38,119,38,0,0,0,0,30,0,71,238,0,0,0,0,0,0,54,4,0,0,0,0,19,0,0,47,251,0,0,0,0,462,18,0,17,0,4,159,71,0,0,0,26,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,9,0,0,0,0,0,0,463,0,0,0,0,0,0,14,0,0,0,374,0,72,0,109,258,0,12,0,0,0,31,0,1540,4,0,0,0,0,0,4,0,0,559,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1025,36,0,0,3596,0,0,0,307,0,53,0,0,0,0,0,1621,0,79,0,0,161,0,354,0,0,92,0,702,0,0,210,0,0,6,0,0,0,0,0,0,"PD"
"SRR18064259",0,0,0,520,0,152,0,2,1036,29,95,376,45,0,93,0,0,0,0,0,0,0,77,0,1122,1676,2067,0,0,0,0,2,0,0,0,0,0,171,3,0,3,0,5,2,18,8,0,6288,665,555,16,552,0,0,186,122,92,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,729,643,26,386,0,169,80,0,0,9,150,0,0,0,0,0,15,0,0,0,2,0,288,11,0,0,0,9,0,21,0,0,0,0,56,0,139,0,0,0,3215,0,0,104,24,0,0,0,3,0,0,0,82,0,0,0,8,0,0,0,0,5,0,0,395,0,0,0,0,22,23,0,0,0,130,24,16,63,0,9,113,344,15,166,49,14,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,249,0,0,0,0,0,13,123,0,0,0,0,0,1085,0,212,0,0,144,23,39,0,0,0,279,0,0,20,0,0,0,36,0,0,1145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,539,468,0,13,1716,0,0,0,0,0,25,0,0,0,0,0,19,0,947,219,0,66,0,334,0,51,0,0,1329,212,649,239,5,0,9,0,0,16,0,0,0,"Control"
"SRR18064260",0,0,0,351,0,124,0,3,476,29,93,77,56,0,57,0,0,0,0,0,0,0,36,0,2107,1367,4071,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,2,48,0,0,6319,1116,539,17,289,0,0,84,130,42,111,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,678,70,8,293,0,33,51,0,0,96,106,0,0,0,0,0,16,0,0,0,0,0,174,0,2,0,0,9,0,0,0,0,0,13,31,0,185,0,0,0,1489,0,0,65,17,0,0,0,0,0,0,0,317,0,0,0,0,0,0,0,0,6,0,0,399,2,0,0,0,97,10,0,0,63,32,21,0,32,0,7,70,513,10,73,29,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,0,18,0,0,0,99,0,0,0,0,0,0,74,0,0,0,14,0,1128,0,269,0,0,72,9,30,0,0,0,490,0,0,36,0,0,0,29,0,0,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,505,0,24,399,0,0,0,0,0,8,0,0,0,0,0,2,0,392,506,110,276,0,128,0,5,4,0,1035,108,919,276,0,9,9,0,0,42,0,0,0,"Control"
"SRR18064261",0,29,22,6,0,45,0,3,0,46,0,0,0,0,119,0,0,6,0,0,5,0,60,0,0,3021,361,0,0,0,0,0,0,0,0,0,0,83,7,0,0,5,0,4,0,0,0,1597,184,567,10,986,0,0,0,0,0,64,0,0,0,0,0,0,0,0,20,0,5,0,0,0,0,1718,0,37,113,0,19,1161,0,4,0,256,0,0,0,0,0,14,0,95,69,0,0,139,15,0,0,0,0,0,679,0,0,0,0,34,0,1635,10,0,0,87,0,91,103,16,0,0,0,0,0,15,0,23,0,0,0,0,0,0,0,0,0,0,5,252,0,0,0,17,114,0,0,0,3706,47,0,0,5,0,7,0,15,0,53,0,0,0,0,0,0,77,23,216,0,0,0,0,0,0,0,0,648,0,0,25,0,0,0,0,0,0,0,0,0,22,0,0,0,0,17,0,98,0,289,5,0,9,0,5,0,154,0,238,0,0,14,0,0,0,257,0,0,150,0,0,0,0,13,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,62,11,0,0,10,0,0,0,7,184,0,0,0,0,0,0,5701,0,134,16,0,0,0,0,0,0,69,0,248,4,0,58,0,0,7,0,0,53,3,0,0,"PD"
"SRR18064262",0,0,0,229,0,269,0,0,112,76,108,95,22,0,111,0,0,0,0,0,3,0,55,0,1273,618,2166,0,0,0,0,9,0,0,0,0,0,101,2,0,0,0,2,0,25,0,0,10444,724,0,9,617,0,0,60,78,592,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,190,4,388,0,45,52,0,0,0,127,0,0,0,0,0,3,0,2,0,0,0,312,10,0,3,0,6,0,0,0,0,0,6,7,0,61,0,0,0,1797,0,0,31,35,0,0,0,0,0,15,0,143,0,0,0,10,0,0,0,0,0,0,0,272,0,0,0,0,9,59,0,0,0,73,110,0,51,0,9,68,435,23,50,42,23,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,79,0,0,0,0,0,6,71,0,0,0,97,0,104,0,472,0,0,146,51,20,0,0,3,512,0,0,23,0,0,0,110,0,0,794,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,184,0,0,989,0,0,0,0,0,0,0,0,0,0,0,20,0,717,350,0,0,0,96,0,0,0,0,651,51,206,162,0,0,40,3,0,26,0,0,0,"Control"
"SRR18064263",0,25,0,7,0,17,0,0,8,3,0,0,0,319,161,0,0,0,0,0,43,0,0,0,110,6,13,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0,75,9,5892,4,266,0,0,5,5,0,0,0,0,0,0,0,0,305,0,0,0,0,0,0,0,0,4,0,0,16,0,4,3,0,0,0,7,0,0,0,0,0,0,0,0,5,0,0,86,0,29,0,0,0,0,13,0,0,0,60,0,0,309,0,0,0,27,0,31,0,0,0,0,0,0,0,19,0,5705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,0,0,0,0,1454,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,299,20,849,0,0,0,0,0,0,0,0,1213,0,0,0,19442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,269,0,0,0,0,2,3063,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,88,0,0,15,0,0,0,0,0,0,0,0,0,0,0,201,0,9,9,0,215,0,5,0,1031,0,0,0,0,6,4,0,0,0,0,0,8,0,0,0,"PD"
"SRR18064264",0,164,50,0,0,30,0,0,0,0,6,0,0,124,282,0,0,0,0,0,11,0,251,0,2357,11,604,0,0,0,0,0,0,0,0,0,0,237,0,0,0,0,3,0,0,0,0,7890,0,2261,260,4864,0,0,331,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,37,11,0,0,0,0,5,0,0,2,444,0,0,0,0,0,0,0,0,1332,8,0,854,17,35,0,0,0,0,0,0,0,0,199,1537,0,5,0,0,0,5327,0,21,0,0,0,0,0,0,98,5,0,123,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,29,107,31,0,0,0,591,33,0,0,0,7,0,0,0,50,0,118,0,0,54,0,0,0,29,0,0,0,0,0,0,0,0,8,0,0,0,9714,0,0,0,0,0,0,0,0,0,135,0,0,0,12,0,6,0,19,0,0,37,0,0,0,5,0,2069,0,0,0,0,0,46,0,0,0,53,6,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,820,0,0,548,0,0,0,155,0,201,0,0,3,0,0,64,0,481,16,0,0,0,6,28,0,41,0,0,0,2,0,0,0,0,0,0,0,0,0,0,"PD"
"SRR18064265",0,113,0,0,0,0,0,2,0,2,0,0,0,230,335,0,0,0,0,0,48,0,277,0,12,5,405,0,0,0,0,0,4,0,0,0,0,163,0,0,0,0,3,0,0,3,0,6646,4,2910,373,5384,0,0,116,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,422,0,0,0,0,0,0,0,0,0,20,0,256,0,40,41,0,0,0,0,0,0,0,155,1476,0,288,0,0,0,2945,0,45,2,0,0,0,0,0,132,7,0,0,3,0,0,0,0,0,6,4,0,0,0,0,14,2,0,31,24,14,0,0,0,384,0,0,0,0,2,0,33,0,0,0,32,0,0,26,0,0,0,64,6,0,0,0,0,0,0,0,33,0,0,0,7409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,22,0,0,0,0,0,1313,0,0,0,0,0,0,0,0,0,811,0,0,0,0,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,4,0,0,465,0,0,0,125,0,0,0,0,0,0,0,110,0,1172,6,0,0,0,8,0,0,29,0,0,0,0,2,0,0,0,0,0,3,0,0,0,"PD"
"SRR18064266",0,14,0,55,6,1321,0,8,0,35,67,75,233,0,687,0,0,0,0,0,0,0,14,0,2567,123,2700,0,0,0,0,5,2,0,0,0,0,505,17,0,0,0,0,2,0,0,0,11185,0,1105,181,1693,0,0,165,71,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,863,0,0,256,0,96,891,0,0,100,458,0,0,0,0,0,0,0,0,0,0,0,424,0,5,20,0,0,0,0,71,0,0,147,750,0,13,0,0,0,3177,0,0,85,76,0,0,0,0,19,0,0,961,0,0,0,0,0,0,0,0,0,0,0,487,5,10,0,0,264,46,0,0,0,90,148,0,56,0,5,0,308,0,0,0,3,4,0,30,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,31,0,0,0,74,0,0,0,0,0,0,186,0,0,0,99,0,198,0,213,0,0,37,0,20,0,31,3,921,81,0,310,0,0,0,51,2,0,406,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306,449,0,0,1966,0,0,0,0,156,0,568,0,0,0,0,45,0,2919,12,0,132,6,66,0,0,24,0,920,53,0,114,0,0,2,0,0,4,0,0,0,"PD"
"SRR18064267",0,12,0,217,0,1278,7,0,0,64,23,6,174,24,1219,0,0,0,0,0,17,0,12,0,998,270,2383,0,0,0,0,6,0,0,0,0,0,392,46,0,3,0,0,0,0,4,0,15522,5,0,68,1559,0,0,48,74,0,0,0,0,0,0,8,0,0,0,0,4,0,0,0,0,4,808,0,0,77,0,84,394,0,0,75,330,0,0,0,0,0,4,0,0,0,0,0,396,0,0,74,0,0,0,0,101,0,0,0,829,0,0,0,0,0,991,0,0,162,41,0,0,0,0,47,7,0,422,3,0,0,0,10,0,0,0,0,0,6,394,14,52,0,0,7,296,0,0,0,83,0,0,29,0,0,0,599,0,0,0,6,3,0,56,0,8,0,0,23,0,0,0,0,0,0,0,0,0,0,34,0,0,0,83,0,0,0,0,0,0,37,0,0,0,106,0,316,0,128,0,0,195,28,14,0,44,0,730,376,0,132,0,0,0,7,0,0,488,6,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,42,0,87,431,0,2,2423,0,0,0,0,145,0,398,0,0,0,0,108,0,1084,0,0,0,0,48,0,0,80,0,1393,21,0,181,0,0,0,0,0,0,0,0,0,"PD"
"SRR18064268",0,0,0,171,0,1196,0,2,0,27,34,541,642,0,617,0,0,0,0,0,15,0,14,0,2986,42,1064,0,0,0,0,0,0,0,0,0,0,837,10,0,0,0,0,0,0,0,0,8039,3,0,76,2889,0,0,277,48,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509,0,0,14,0,62,615,0,0,9,423,0,0,0,0,0,2,0,0,0,0,0,319,0,0,53,0,0,0,0,35,0,0,3,532,0,0,0,0,0,2640,0,0,31,29,0,0,0,0,0,0,0,823,0,0,0,0,0,0,0,3,6,0,0,292,4,9,0,0,0,38,0,0,0,148,140,0,40,0,26,0,721,0,120,0,26,3,0,85,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,32,0,0,0,0,0,0,130,0,0,3,79,0,162,0,202,0,0,14,0,8,0,6,2,877,50,0,313,0,0,0,22,0,0,547,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,46,568,0,0,2156,0,0,0,0,56,0,32,0,0,0,0,8,0,1673,0,0,0,0,0,0,0,11,0,263,30,0,36,0,0,0,0,0,0,0,0,0,"PD"
