"","X.Clostridium..innocuum.group","X.Eubacterium..brachy.group","X.Eubacterium..eligens.group","X.Eubacterium..fissicatena.group","X.Eubacterium..hallii.group","X.Eubacterium..nodatum.group","X.Eubacterium..oxidoreducens.group","X.Eubacterium..ruminantium.group","X.Eubacterium..siraeum.group","X.Eubacterium..tenue.group","X.Eubacterium..ventriosum.group","X.Eubacterium..xylanophilum.group","X.Ruminococcus..gauvreauii.group","X.Ruminococcus..gnavus.group","X.Ruminococcus..torques.group","X28.4","Abiotrophia","Acetanaerobacterium","Acetatifactor","Acidaminococcus","Acidovorax","Acinetobacter","Actinobacillus","Actinomyces","Adlercreutzia","Aeromonas","Agathobacter","Akkermansia","Alcaligenes","Alcanivorax","Alistipes","Allisonella","Alloprevotella","Anaerococcus","Anaerofilum","Anaerofustis","Anaeroplasma","Anaerostignum","Anaerostipes","Anaerotruncus","Anaerovorax","Angelakisella","Aquamonas","Asaccharobacter","Asaccharospora","ASF356","Asteroleplasma","Atopobium","Bacillus","Bacteroides","Barnesiella","Bifidobacterium","Bilophila","Blautia","Brevundimonas","Butyricicoccus","Butyricimonas","CAG.352","CAG.56","Calorithrix","Campylobacter","Candidatus.Profftella","Candidatus.Soleaferrea","Candidatus.Stoquefichus","Caproiciproducens","Catabacter","Catenibacillus","Catenibacterium","Catenisphaera","Christensenella","Christensenellaceae.R.7.group","Chryseobacterium","Citrobacter","Cloacibacillus","Clostridioides","Clostridium.sensu.stricto.1","Clostridium.sensu.stricto.2","Colidextribacter","Collinsella","Conservatibacter","Coprobacillus","Coprobacter","Coprococcus","Corynebacterium","Cronobacter","Cuneatibacter","Cutibacterium","Defluviitaleaceae.UCG.011","Delftia","Desulfovibrio","Dialister","Dielma","DNF00809","Dorea","DTU089","Eggerthella","Eisenbergiella","Elusimicrobium","Enterobacter","Enterococcus","Enterorhabdus","Enteroscipio","Epulopiscium","Erysipelatoclostridium","Erysipelotrichaceae.UCG.003","Escherichia.Shigella","Eubacterium","Ezakiella","F0332","Faecalibacterium","Faecalitalea","Family.XIII.AD3011.group","Family.XIII.UCG.001","Fenollaria","Finegoldia","Flavonifractor","Fournierella","Frisingicoccus","Fructilactobacillus","Fusicatenibacter","Fusobacterium","Gallicola","GCA.900066575","GCA.900066755","Gemella","Gordonibacter","Granulicatella","Haemophilus","Halomonas","Harryflintia","Helicobacter","Holdemanella","Holdemania","Holzapfelia","Howardella","HT002","Hungatella","Intestinibacter","Intestinimonas","Klebsiella","Kluyvera","Kosakonia","Lachnoclostridium","Lachnospira","Lachnospiraceae.AC2044.group","Lachnospiraceae.FCS020.group","Lachnospiraceae.NC2004.group","Lachnospiraceae.ND3007.group","Lachnospiraceae.NK4A136.group","Lachnospiraceae.NK4B4.group","Lachnospiraceae.UCG.001","Lachnospiraceae.UCG.003","Lachnospiraceae.UCG.004","Lachnospiraceae.UCG.008","Lachnospiraceae.UCG.009","Lachnospiraceae.UCG.010","Lacticaseibacillus","Lactiplantibacillus","Lactobacillus","Lactococcus","Lactonifactor","Latilactobacillus","Lautropia","Lawsonella","Leuconostoc","Libanicoccus","Ligilactobacillus","Limosilactobacillus","Mailhella","Mannheimia","Marvinbryantia","Megamonas","Megasphaera","Merdibacter","Methanobrevibacter","Mitsuokella","Mogibacterium","Monoglobus","Morganella","Moryella","Murdochiella","Muribaculum","Murimonas","Negativibacillus","Negativicoccus","Neisseria","NK4A214.group","Ochrobactrum","Odoribacter","Oerskovia","Olsenella","Oscillibacter","Oscillospira","Ottowia","Oxalobacter","Paeniclostridium","Paludicola","Papillibacter","Parabacteroides","Paraprevotella","Parasporobacterium","Parasutterella","Parvimonas","Paucibacter","Pectobacterium","Peptoclostridium","Peptococcus","Peptoniphilus","Peptostreptococcus","Phascolarctobacterium","Phocea","Phyllobacterium","Porphyromonas","Prevotella","Prevotella_7","Prevotella_9","Prevotellaceae.NK3B31.group","Prevotellaceae.UCG.001","Proteus","Providencia","Pseudobutyrivibrio","Pseudoflavonifractor","Pseudomonas","Psychrobacter","Pyramidobacter","Ralstonia","Raoultella","Raoultibacter","Rhodococcus","Rikenellaceae.RC9.gut.group","Romboutsia","Roseburia","Rothia","Ruminiclostridium","Ruminococcus","S5.A14a","Salinibacter","Salmonella","Sarcina","Sellimonas","Senegalimassilia","Shuttleworthia","Slackia","Solobacterium","Staphylococcus","Stenotrophomonas","Stomatobaculum","Streptococcus","Subdoligranulum","Succinivibrio","Sutterella","Syntrophococcus","Tepidimonas","Terrisporobacter","Thermus","TM7x","Trabulsiella","Turicibacter","Tuzzerella","Tyzzerella","UBA1819","UC5.1.2E3","UCG.002","UCG.003","UCG.004","UCG.005","UCG.008","UCG.009","Uruburuella","Varibaculum","Veillonella","Victivallis","Weissella","status"
"ERR2672832",0,0,39,0,49,0,0,0,0,0,12,0,14,0,170,0,0,0,0,0,0,0,0,7,0,0,1734,29,0,0,190,6,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,2688,51,528,12,860,0,44,27,14,35,0,0,0,0,0,0,0,0,0,0,0,133,0,0,0,0,27,0,27,31,0,0,0,454,0,0,0,0,0,0,43,0,0,0,97,0,0,0,0,0,29,0,0,0,0,182,239,0,0,0,1663,0,9,0,0,0,0,0,0,0,285,0,0,19,0,0,0,0,0,0,0,0,27,3,0,0,0,0,48,15,0,0,0,26,129,0,12,0,71,0,0,0,0,36,0,0,24,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,19,0,24,0,0,0,0,0,0,0,0,0,97,0,0,35,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,869,0,0,2113,0,0,0,160,0,15,0,0,0,0,0,0,13,570,0,84,0,0,0,0,0,0,7,0,13,0,0,161,34,10,128,0,0,0,0,0,0,0,"ASD"
"ERR2672833",0,0,18,0,0,0,0,0,11,0,324,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,931,0,0,0,49,0,0,0,0,0,3,0,20,0,0,0,0,0,0,0,0,0,0,1091,0,60,2,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,674,0,13,0,0,0,0,14,0,0,0,0,0,0,0,523,0,0,28,0,0,0,0,0,0,0,0,0,0,106,52,0,0,0,735,0,0,0,0,0,6,0,0,0,23,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,340,0,28,0,0,0,0,0,0,0,0,0,0,0,2132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,163,0,7,0,0,0,0,0,0,0,0,0,1667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3520,100,0,0,736,0,0,0,0,0,0,0,0,0,0,0,0,10,140,0,0,0,0,520,0,0,0,100,0,0,0,0,55,10,0,0,0,0,0,0,10,0,0,"ASD"
"ERR2672834",0,0,0,0,56,0,0,0,0,0,133,19,0,0,104,0,0,0,0,0,0,0,0,0,0,0,1022,1371,0,0,81,0,0,0,0,0,7,0,269,0,0,0,0,0,0,0,0,0,0,688,0,472,0,940,0,0,0,65,17,0,0,0,0,0,0,0,0,0,0,0,54,0,24,0,0,2127,0,0,158,0,0,0,613,0,0,0,0,0,0,0,35,0,0,219,0,0,0,0,0,0,0,0,0,0,20,49,0,0,0,2687,0,75,0,0,0,0,0,0,0,463,0,0,0,0,0,0,0,7,0,0,0,0,2,0,0,0,0,373,0,0,0,0,19,11,0,0,0,28,41,0,8,258,11,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,33,0,11,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1111,857,0,0,932,0,0,0,0,0,0,0,0,0,0,0,0,32,413,0,0,0,0,83,0,0,0,9,0,0,0,0,611,58,0,58,0,0,0,0,8,0,0,"Control"
"ERR2672835",0,0,0,0,29,0,0,19,32,0,46,25,0,0,47,0,0,0,0,0,0,0,0,0,0,0,30,2854,0,0,186,0,0,0,0,0,0,0,79,0,0,13,0,0,0,0,0,0,0,1301,185,139,60,312,0,16,32,0,26,0,0,0,32,0,0,0,0,0,0,0,380,0,0,0,0,28,0,7,248,0,54,0,60,0,0,0,0,0,0,159,69,0,0,93,0,0,0,0,0,0,19,0,0,0,57,167,0,0,0,279,0,14,0,3,0,19,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,562,0,0,0,0,0,0,0,0,0,0,44,0,35,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,283,0,0,0,0,0,0,0,0,7,0,0,194,0,7,0,0,0,8,0,0,0,0,0,205,26,0,37,0,0,0,0,0,0,0,32,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,183,100,0,0,162,0,0,0,0,0,44,0,0,0,0,0,0,0,174,0,84,0,0,0,0,0,0,9,0,0,33,0,776,16,0,339,0,16,0,0,0,0,0,"ASD"
"ERR2672836",0,0,0,0,242,0,0,0,0,0,0,26,77,0,446,0,0,0,0,0,0,5,0,0,25,0,2087,72,0,0,159,0,0,0,0,0,0,0,458,0,0,16,0,0,0,0,0,0,0,94,0,838,8,1286,0,4,4,39,35,0,0,0,0,0,0,0,0,0,0,0,162,0,0,0,0,311,0,0,117,0,0,0,187,0,0,0,0,0,0,10,0,0,0,641,0,0,0,0,0,0,0,0,0,63,381,155,0,0,0,197,10,29,0,0,0,0,0,0,0,1375,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,22,166,0,0,0,0,0,0,0,19,0,8,0,0,0,42,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,24,0,6,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,697,950,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,13,2488,0,0,0,0,14,0,0,0,400,0,0,10,0,91,4,0,10,0,0,0,0,0,0,0,"Control"
"ERR2672837",0,0,81,0,66,0,0,0,0,0,11,0,0,160,292,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,978,0,0,0,0,0,0,0,0,0,0,6907,0,0,54,1204,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,0,0,0,0,0,0,0,0,0,0,0,94,0,0,215,0,9,0,0,0,0,0,0,0,13,241,8,0,0,0,1355,0,0,0,4,0,15,0,0,0,247,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,42,0,27,0,0,166,0,0,26,0,134,75,0,0,19,41,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3063,0,0,400,0,0,0,21,0,0,0,0,2,0,0,0,45,652,0,31,0,0,0,0,0,0,0,0,29,0,0,5,0,0,0,0,0,0,0,142,0,0,"ASD"
"ERR2672838",0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,82,0,0,156,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,673,0,179,0,144,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,0,0,0,0,51,0,8,39,0,0,0,139,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,5,39,27,0,0,0,578,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,61,8,97,0,0,23,68,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,38,0,0,9,0,0,0,27,175,0,0,0,0,0,0,0,0,0,661,0,0,0,0,0,4862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,20,0,0,154,0,0,0,0,0,0,0,0,0,0,0,0,17,151,0,51,0,0,26,0,0,0,0,0,0,0,0,560,12,0,28,0,0,0,0,16,0,0,"ASD"
"ERR2672839",0,0,21,65,9,0,0,0,0,0,88,0,27,0,110,0,0,0,0,0,0,0,0,0,0,0,1162,0,0,0,135,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,1901,0,18,6,87,0,27,0,29,20,0,0,0,48,0,0,0,0,0,0,0,25,0,0,0,0,32,0,7,9,0,0,0,378,0,0,0,0,0,0,0,167,0,0,44,0,0,0,0,0,0,0,0,0,0,70,322,0,0,0,1162,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,150,0,23,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,131,0,28,0,0,0,0,0,0,0,0,0,131,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1703,551,0,0,0,0,0,0,0,0,0,0,0,0,0,7,485,0,0,847,0,0,0,0,0,7,0,0,0,0,0,0,15,138,0,0,0,0,0,0,0,0,0,0,0,0,0,588,96,0,403,0,26,0,0,0,0,0,"Control"
"ERR2672840",0,5,0,0,157,0,0,0,15,0,63,93,51,15,91,0,0,0,0,0,0,4,0,9,0,0,215,211,0,0,60,0,0,0,0,0,0,0,507,0,0,0,0,0,0,0,0,0,0,2647,0,1278,28,1130,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,8,0,0,283,0,23,0,157,0,0,0,0,0,0,0,86,0,0,325,0,0,0,0,0,0,0,0,0,36,130,387,0,0,0,416,0,0,5,22,0,21,0,0,0,769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,661,50,16,0,0,0,9,0,0,0,0,0,0,19,27,0,0,0,0,0,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,10,0,0,6,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,5,0,0,0,0,44,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,466,0,0,242,0,0,0,0,0,32,0,36,0,15,0,0,118,666,0,0,0,0,148,0,0,0,10,0,46,0,0,70,0,0,50,0,0,0,0,0,0,0,"Control"
"ERR2672841",0,0,133,0,124,0,0,0,27,0,42,15,23,0,141,0,0,0,0,0,0,0,0,5,8,0,580,0,0,0,661,0,0,0,0,0,0,0,283,0,0,0,0,0,0,0,0,0,0,3782,0,33,49,927,0,21,0,47,84,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,130,0,9,26,0,0,0,71,0,0,0,0,0,0,88,241,0,0,130,0,0,0,0,0,0,0,0,0,17,178,0,0,0,0,1928,0,0,8,0,0,0,0,0,0,160,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,14,0,0,0,0,41,57,0,0,0,101,602,0,0,0,29,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,33,0,0,0,0,0,0,0,0,35,0,35,0,0,0,0,0,0,0,0,0,114,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,193,0,0,353,0,0,0,0,10,0,0,0,0,0,0,0,60,605,0,0,0,0,0,0,0,0,0,0,0,0,0,221,58,0,322,0,0,0,0,0,0,0,"ASD"
"ERR2672842",0,0,0,0,7,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,734,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,2247,0,0,8,105,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,23,0,0,0,0,0,0,30,0,0,0,11,0,0,0,0,0,0,0,0,0,66,0,12,0,0,0,4689,0,7,0,0,0,100,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,7,162,0,0,0,0,9,0,0,0,0,12,37,0,19,449,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,256,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,89,0,40,0,31,17,0,61,0,0,0,0,0,0,0,"ASD"
"ERR2672843",0,0,29,0,509,0,0,89,0,0,31,0,141,0,441,0,0,0,0,0,0,10,0,0,107,0,442,0,0,0,49,74,0,0,0,0,0,0,176,0,0,0,0,0,0,0,0,0,0,383,0,110,36,1134,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,186,0,0,24,0,0,0,204,11,0,0,0,0,0,0,771,0,0,794,0,0,0,0,0,0,0,0,0,0,332,127,0,0,0,1334,0,27,0,0,0,0,0,0,0,252,0,0,0,0,0,0,0,15,0,0,0,1205,0,0,0,0,0,130,42,0,0,0,22,0,0,8,0,0,59,17,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,204,0,0,0,0,0,0,0,0,0,0,0,114,35,0,21,0,0,0,0,0,0,0,9,0,0,0,86,0,2412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,499,0,0,382,0,0,0,0,0,0,0,75,0,0,0,0,10,646,0,19,0,0,20,0,0,0,0,0,0,0,0,189,8,0,0,0,0,0,0,0,0,0,"Control"
"ERR2672844",0,0,43,0,197,0,0,0,23,0,224,33,106,26,421,0,0,0,0,0,0,0,0,0,0,0,492,29,0,0,146,0,0,0,0,0,0,0,485,0,0,0,0,0,0,0,0,0,0,4623,45,1182,10,212,0,41,0,21,54,0,0,0,0,0,0,0,0,0,0,0,311,0,198,0,0,0,0,0,76,0,0,0,53,0,0,0,0,0,0,0,0,0,0,77,0,10,0,0,0,0,0,0,0,26,497,0,0,0,0,1680,0,13,0,0,0,0,0,0,0,127,0,0,0,0,0,3,0,4,0,0,0,1434,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,83,0,0,17,0,0,0,74,0,0,9,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,123,215,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,985,0,0,0,0,0,24,0,0,0,0,0,0,18,554,0,0,0,0,0,0,0,0,0,0,7,0,0,263,0,0,135,0,0,0,0,9,0,0,"ASD"
"ERR2672845",0,0,43,0,88,0,0,164,55,0,15,24,148,0,308,0,0,0,0,0,0,0,0,7,5,0,199,37,0,0,248,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,1307,33,7,20,621,0,35,30,0,69,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,557,0,7,74,0,0,3,128,0,0,0,0,0,0,3,0,0,0,100,0,0,0,0,0,0,0,0,0,19,280,24,0,0,0,1776,14,0,15,0,0,0,0,0,0,125,0,0,21,0,0,0,0,28,0,0,0,175,0,0,9,0,0,160,0,133,0,0,41,42,23,84,0,63,104,0,20,36,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,32,0,0,0,0,0,0,0,0,27,0,50,0,0,0,0,0,0,0,0,0,281,191,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,212,0,0,1061,0,0,0,0,0,16,0,4,0,0,0,0,140,657,0,67,0,0,115,0,0,0,96,0,0,0,0,281,67,0,52,0,4,0,0,11,0,0,"ASD"
"ERR2672846",0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1023,15,397,0,52,0,12,0,0,8,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,82,0,0,3,0,0,0,0,0,0,0,0,0,0,0,58,0,0,79,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,234,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,28,0,5,0,0,0,0,0,0,0,0,0,2685,11,0,4,0,0,0,0,0,0,0,38,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,44,0,0,195,0,0,0,7,0,0,0,0,0,0,0,0,9,47,0,0,0,0,139,0,0,0,23,0,0,0,0,1545,0,0,62,0,0,0,0,0,0,0,"Control"
"ERR2672847",0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,67,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1041,230,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,43,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1023,0,479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,0,0,6,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,242,811,0,0,0,0,0,0,0,0,0,3,0,0,0,0,116,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,2323,7,0,79,0,0,0,0,0,0,0,"Control"
"ERR2672848",0,0,12,0,108,0,0,11,0,0,0,24,38,0,130,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,34,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,48,0,0,8,604,0,34,10,7,18,0,0,0,0,0,0,0,0,398,0,0,31,0,0,0,0,83,0,6,57,0,0,0,88,0,0,0,0,0,0,75,0,0,0,74,0,0,0,0,0,0,5,0,0,0,9,8,0,0,0,1127,0,0,7,0,0,0,0,0,0,58,0,0,9,0,0,0,0,0,0,0,0,181,0,0,0,0,0,12,10,0,0,0,0,16,0,0,0,17,29,0,0,7,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,46,0,0,25,0,0,0,0,0,0,0,0,16,0,13,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,153,0,0,0,0,0,1217,0,0,0,0,0,0,0,0,0,0,0,0,0,98,17,65,0,0,297,0,0,0,0,0,33,0,0,0,0,0,0,0,137,855,9,0,0,0,0,0,0,0,0,0,0,0,230,10,0,103,0,0,0,0,0,0,0,"ASD"
"ERR2672849",0,0,0,0,197,0,0,0,0,0,219,0,27,0,124,0,0,0,0,0,0,0,0,0,8,0,690,67,0,0,1241,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,2445,0,4,24,235,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,198,0,0,0,0,0,0,0,537,0,0,65,0,0,0,0,0,0,0,0,0,0,417,2,0,0,0,1002,9,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,10,0,18,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,23,0,0,4,0,0,0,0,0,0,355,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,99,0,0,366,0,0,0,7,0,0,0,0,0,0,0,0,0,248,0,0,0,0,0,0,0,0,0,0,0,0,0,210,0,0,45,0,0,0,0,0,0,0,"ASD"
"ERR2672850",0,0,17,0,119,0,0,0,0,0,52,4,0,0,129,0,0,0,0,0,0,0,0,0,48,0,491,199,0,0,536,0,0,0,0,0,0,0,71,0,0,10,0,0,0,0,0,0,0,1053,56,231,0,656,0,11,0,0,102,0,0,0,4,0,0,0,0,0,0,0,37,0,0,0,0,14,0,0,0,0,0,0,104,0,0,0,0,0,0,0,27,0,0,175,0,12,0,0,0,0,0,0,0,27,525,341,0,0,0,1062,0,6,8,0,0,0,0,0,0,98,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,148,27,0,0,0,0,0,0,0,0,7,29,0,0,0,0,0,0,24,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,965,0,0,37,0,0,0,0,0,7,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,191,0,0,163,0,0,0,0,52,0,0,0,0,0,0,0,287,426,0,0,0,0,462,0,0,0,595,0,0,0,0,310,0,0,26,0,0,0,0,0,0,0,"ASD"
"ERR2672851",0,0,0,0,16,0,0,46,0,0,0,22,0,0,120,0,0,0,0,0,0,0,0,0,0,0,365,0,0,0,32,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,1624,39,0,0,122,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,101,0,0,13,0,0,0,15,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,10,0,0,0,50,20,0,0,0,541,0,0,0,0,0,3,0,0,0,30,0,0,0,0,0,0,0,113,0,0,0,23,0,0,0,0,0,24,0,0,0,0,25,14,0,0,0,25,228,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,242,209,0,0,0,0,0,0,0,0,0,27,0,0,0,0,140,2042,0,0,0,0,0,0,0,0,0,0,0,0,0,39,14,304,0,0,31,0,0,0,0,0,20,0,4,0,0,0,0,16,66,0,0,0,0,21,0,0,0,10,0,0,0,0,13,6,0,44,0,0,0,0,5,0,0,"ASD"
